Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit
3914,Kids,Soccer,Tiempo Legend,XL,2.0,,,0.0,2024/10/29,Retail,Delhi,1253.02
3915,Men,Running,Free RN,M,2.0,7962.36,,0.0,12-03-2025,Online,Pune,3067.47
3916,Women,Soccer,Premier III,L,3.0,,,0.0,,Retail,Kolkata,1315.69
3917,Women,Running,React Infinity,L,0.0,4726.33,,0.0,2024-10-02,Online,Pune,3551.31
3918,Men,Running,Pegasus Turbo,M,,,0.85,0.0,,Online,Bangalore,1173.8
2032,Kids,Lifestyle,Waffle One,6,-1.0,,,0.0,2025/03/08,Retail,Bangalore,2281.5
3920,Women,Running,Air Zoom,L,,5540.68,,0.0,2025-06-09,Online,Pune,1252.12
3921,Kids,Lifestyle,Blazer Mid,L,,,,0.0,2025/05/23,Retail,Hyd,3939.3
3922,Kids,Soccer,Phantom GT,L,,,,0.0,,Retail,Bangalore,1876.21
3923,Men,Basketball,LeBron 20,XL,0.0,2187.01,,0.0,21-01-2025,Online,Kolkata,-197.46
3924,Women,Running,Pegasus Turbo,L,,4809.5,,0.0,2024-03-26,Online,Kolkata,3090.67
3925,Kids,Basketball,LeBron 20,M,2.0,,0.23,0.0,19-04-2025,Retail,hyderbad,36.04
3926,Men,Lifestyle,Dunk Low,XL,2.0,4791.86,,0.0,2024-11-08,Online,Mumbai,2972.86
3927,Women,Soccer,Premier III,L,,,,0.0,2025/04/10,Retail,bengaluru,999.67
3928,Men,Running,Pegasus Turbo,,2.0,5636.21,0.74,2930.83,,Retail,Delhi,-984.86
3929,Kids,Running,Free RN,,1.0,4199.97,0.9,420.0,14-05-2025,Retail,Mumbai,-861.44
3930,Men,Soccer,Phantom GT,7,,3606.77,,0.0,2025/02/08,Retail,Mumbai,3624.68
3931,Men,Lifestyle,Dunk Low,XL,,9904.73,0.66,0.0,,Online,Hyderabad,-115.24
3932,Kids,Training,SuperRep Go,L,4.0,4520.97,0.54,8318.58,2025/06/10,Retail,Bangalore,1289.36
3933,Men,Training,SuperRep Go,XL,4.0,,,0.0,2025-01-25,Online,Pune,1348.54
3934,Kids,Soccer,Mercurial Superfly,,,,,0.0,,Online,Kolkata,2313.79
3935,Women,Running,React Infinity,M,,,,0.0,2025/07/22,Retail,Pune,-833.94
3936,Kids,Lifestyle,Blazer Mid,M,3.0,3544.33,,0.0,2023-07-28,Retail,Pune,1983.5
3937,Women,Running,React Infinity,M,,9550.19,,0.0,07-12-2024,Online,Hyd,-638.36
3938,Kids,Training,SuperRep Go,8,1.0,2823.65,,0.0,,Online,Kolkata,1933.98
3939,Women,Training,ZoomX Invincible,M,,,,0.0,2025/01/22,Online,Bangalore,2219.59
3940,Kids,Running,React Infinity,11,,,,0.0,2024-12-30,Online,Hyderabad,491.15
3941,Men,Soccer,Phantom GT,,0.0,9789.2,,0.0,,Online,Pune,1829.77
3942,Men,Lifestyle,Blazer Mid,M,1.0,3283.25,,0.0,2024-04-27,Online,Delhi,-938.81
3943,Women,Soccer,Tiempo Legend,,0.0,7253.3,0.45,0.0,,Retail,Bangalore,3857.9
3944,Men,Training,Metcon 7,,,,0.04,0.0,2024/10/12,Online,Bangalore,-151.58
2002,Kids,Soccer,Phantom GT,XL,,,,0.0,2025-05-16,Online,Delhi,-789.24
3946,Men,Training,SuperRep Go,,-1.0,,,0.0,2024-08-23,Retail,Kolkata,3250.78
3947,Men,Training,SuperRep Go,,2.0,,,0.0,2024/07/29,Retail,Kolkata,3354.76
3948,Women,Basketball,LeBron 20,L,,,0.64,0.0,,Online,Delhi,3470.77
2003,Women,Lifestyle,Waffle One,,,7203.25,,0.0,2025-03-03,Online,Kolkata,-23.38
3950,Kids,Running,React Infinity,XL,,3474.66,,0.0,02-07-2025,Online,Kolkata,474.81
3951,Women,Soccer,Mercurial Superfly,,,,,0.0,31-12-2024,Online,Delhi,1982.85
3952,Women,Soccer,Mercurial Superfly,12,,,0.83,0.0,29-06-2025,Online,Mumbai,3142.6
3953,Women,Basketball,Air Jordan,XL,,,,0.0,14-01-2025,Retail,Delhi,2004.93
2042,Kids,Soccer,Tiempo Legend,L,4.0,8290.97,,0.0,30-12-2024,Online,Delhi,-84.8
3955,Kids,Training,SuperRep Go,XL,3.0,,,0.0,16-01-2025,Retail,Pune,1798.76
3956,Women,Lifestyle,Air Force 1,,2.0,,,0.0,06-03-2025,Online,Hyd,2842.28
3957,Men,Lifestyle,Waffle One,XL,,2113.01,1.14,0.0,26-06-2025,Online,Hyderabad,2404.92
3958,Women,Lifestyle,Dunk Low,,4.0,8614.93,,0.0,2024-03-23,Retail,Kolkata,-312.44
3959,Kids,Lifestyle,Dunk Low,M,4.0,6091.98,,0.0,12-01-2025,Retail,Mumbai,2494.96
3960,Women,Lifestyle,Dunk Low,9,,2451.47,,0.0,2025/06/22,Retail,Mumbai,1850.9
3961,Kids,Lifestyle,Waffle One,,,3369.14,,0.0,2025/03/28,Online,Hyderabad,3888.52
2041,Kids,Soccer,Tiempo Legend,M,-1.0,4414.63,,0.0,2025-02-27,Online,Bangalore,1709.18
3963,Men,Soccer,Mercurial Superfly,XL,1.0,6698.41,,0.0,,Retail,Mumbai,-245.76
3964,Women,Training,ZoomX Invincible,XL,-1.0,,,0.0,2025/01/03,Retail,Kolkata,117.6
3965,Kids,Soccer,Mercurial Superfly,M,,,0.05,0.0,,Online,Hyd,1194.67
3966,Kids,Training,Metcon 7,7,,,,0.0,,Retail,Mumbai,2072.67
3967,Women,Lifestyle,Waffle One,,0.0,,,0.0,,Online,Bangalore,-806.4
3968,Kids,Lifestyle,Waffle One,M,,8141.77,,0.0,05-12-2024,Retail,bengaluru,774.01
3969,Women,Lifestyle,Waffle One,XL,,7922.86,,0.0,2023-08-04,Retail,Mumbai,3753.92
3970,Men,Soccer,Phantom GT,L,0.0,9990.8,,0.0,2025-06-29,Retail,Kolkata,3351.31
3971,Kids,Training,Metcon 7,6,,,0.95,0.0,11-02-2025,Retail,bengaluru,3840.73
3972,Men,Running,Pegasus Turbo,XL,1.0,,,0.0,2024/12/20,Retail,bengaluru,1990.32
3973,Kids,Running,React Infinity,M,2.0,,,0.0,,Online,Bangalore,-475.2
3974,Men,Lifestyle,Dunk Low,L,4.0,,,0.0,2024-03-22,Retail,Delhi,97.6
3975,Women,Soccer,Tiempo Legend,M,3.0,,,0.0,22-03-2025,Retail,Mumbai,1293.38
3976,Men,Training,SuperRep Go,L,4.0,7534.51,1.05,-1506.9,12-12-2024,Retail,Delhi,778.13
3977,Men,Soccer,Mercurial Superfly,L,0.0,7483.74,0.21,0.0,2025/05/11,Online,Delhi,2545.49
3978,Women,Training,Flex Trainer,,2.0,9847.52,,0.0,2024-09-11,Retail,Delhi,754.75
3979,Men,Training,ZoomX Invincible,M,3.0,,0.5,0.0,11-06-2025,Online,Pune,896.9
3980,Men,Training,SuperRep Go,10,,,,0.0,2025/07/07,Retail,hyderbad,-223.3
3981,Men,Soccer,Premier III,L,,4007.55,1.02,0.0,2023-12-21,Online,Delhi,90.51
3982,Men,Basketball,Zoom Freak,L,,8006.71,,0.0,2024/10/16,Online,Bangalore,1486.86
3983,Kids,Lifestyle,Waffle One,L,4.0,,0.22,0.0,,Online,Pune,633.64
3984,Women,Training,SuperRep Go,,4.0,,,0.0,,Retail,Pune,486.8
2048,Kids,Basketball,Air Jordan,XL,2.0,8918.66,1.19,-3389.09,2024-02-14,Retail,Delhi,1889.03
3986,Kids,Running,Air Zoom,L,1.0,,,0.0,2024/11/10,Retail,Mumbai,681.84
3987,Kids,Basketball,Zoom Freak,L,2.0,,,0.0,2024/08/18,Retail,Hyd,3908.61
3988,Kids,Lifestyle,Blazer Mid,M,4.0,7945.46,0.67,10488.01,10-10-2024,Online,Pune,3698.62
3989,Men,Training,Metcon 7,L,-1.0,,,0.0,2024/10/20,Online,bengaluru,1005.26
3990,Kids,Basketball,Air Jordan,11,0.0,,,0.0,,Online,Kolkata,2974.82
3991,Men,Training,ZoomX Invincible,,0.0,,0.1,0.0,19-07-2025,Online,bengaluru,97.51
3992,Men,Lifestyle,Dunk Low,XL,-1.0,4431.62,,0.0,2025/01/13,Online,Pune,-907.76
3993,Kids,Lifestyle,Blazer Mid,7,-1.0,,,0.0,25-04-2025,Retail,Hyd,1060.98
3994,Kids,Basketball,Air Jordan,,4.0,,,0.0,2025-04-12,Retail,bengaluru,-97.39
3995,Men,Lifestyle,Air Force 1,11,-1.0,,0.47,0.0,,Online,Delhi,3242.46
3996,Men,Running,React Infinity,,2.0,,,0.0,,Online,bengaluru,2919.12
3997,Women,Lifestyle,Waffle One,M,4.0,,,0.0,2024-01-24,Retail,Hyderabad,-484.62
3998,Men,Training,Flex Trainer,,,,,0.0,,Online,Delhi,2029.57
3999,Kids,Lifestyle,Blazer Mid,7,,,0.27,0.0,16-09-2024,Online,Kolkata,1484.61
4000,Women,Basketball,Air Jordan,M,-1.0,,0.11,0.0,2025/01/09,Retail,Kolkata,309.79
4001,Women,Basketball,Zoom Freak,L,,7586.32,,0.0,,Online,Mumbai,2155.01
4002,Kids,Soccer,Mercurial Superfly,M,,6056.88,,0.0,03-11-2024,Retail,Mumbai,2114.03
4003,Men,Lifestyle,Air Force 1,L,,7165.28,1.17,0.0,03-02-2025,Retail,Mumbai,839.48
4004,Men,Basketball,Air Jordan,XL,,,0.06,0.0,14-04-2025,Retail,Delhi,-748.58
4005,Kids,Training,Metcon 7,M,,3730.58,,0.0,2024-11-30,Online,Delhi,1784.38
4006,Kids,Basketball,LeBron 20,12,,,,0.0,,Retail,Kolkata,2617.0
4007,Kids,Soccer,Premier III,XL,0.0,,,0.0,10-01-2025,Retail,Pune,1746.06
4008,Men,Basketball,LeBron 20,9,3.0,7737.27,0.07,21586.98,2023-12-15,Retail,Hyderabad,180.31
4009,Kids,Basketball,Zoom Freak,M,,,,0.0,2024-03-30,Retail,Mumbai,-737.91
2046,Men,Training,ZoomX Invincible,M,-1.0,5091.2,,0.0,10-07-2025,Retail,Pune,1544.79
4011,Women,Running,Air Zoom,M,4.0,4909.56,,0.0,2025-07-04,Retail,Bangalore,2934.53
4012,Men,Basketball,Zoom Freak,,,5879.06,0.47,0.0,28-05-2025,Retail,Hyd,2129.44
4013,Women,Basketball,LeBron 20,10,2.0,3794.99,,0.0,2025/07/04,Online,hyderbad,1398.9
4014,Kids,Running,Air Zoom,L,,,,0.0,2024/08/04,Retail,hyderbad,563.6
4015,Men,Lifestyle,Air Force 1,L,4.0,5505.76,,0.0,2025/07/05,Online,bengaluru,1194.93
2021,Kids,Lifestyle,Waffle One,XL,,4561.67,,0.0,2024-02-13,Online,Pune,1720.61
4017,Kids,Training,Metcon 7,XL,,9229.7,,0.0,20-03-2025,Online,Mumbai,1178.1
4018,Women,Lifestyle,Blazer Mid,M,,6469.59,0.36,0.0,,Retail,Mumbai,-69.8
4019,Women,Soccer,Tiempo Legend,10,-1.0,,0.66,0.0,2024-10-27,Online,bengaluru,171.8
4020,Women,Running,Pegasus Turbo,M,,4052.25,,0.0,,Retail,bengaluru,3360.33
4021,Women,Basketball,Kyrie Flytrap,6,,7023.61,,0.0,,Online,Delhi,2199.3
4022,Kids,Training,Metcon 7,L,,,,0.0,2024/12/21,Online,bengaluru,2380.63
4023,Women,Running,Free RN,XL,0.0,2376.12,0.76,0.0,2024-11-28,Online,hyderbad,1267.41
4024,Men,Training,Metcon 7,M,0.0,,,0.0,29-08-2024,Retail,bengaluru,-738.85
4025,Women,Basketball,Kyrie Flytrap,L,,2265.37,,0.0,2024-06-25,Retail,Kolkata,2946.35
4026,Men,Basketball,Zoom Freak,XL,0.0,3731.78,1.12,0.0,17-02-2025,Online,Hyderabad,-885.09
4027,Men,Basketball,Air Jordan,,,8050.32,,0.0,,Retail,Delhi,3125.71
4028,Women,Running,Pegasus Turbo,9,3.0,,1.06,0.0,12-01-2025,Retail,Delhi,2568.4
4029,Kids,Training,Flex Trainer,XL,,,,0.0,2025/06/29,Retail,Bangalore,3231.16
4030,Men,Lifestyle,Waffle One,L,,,,0.0,2025-04-28,Online,Kolkata,1865.56
4031,Men,Soccer,Phantom GT,,2.0,4272.26,0.83,1452.57,,Retail,Kolkata,1977.91
4032,Men,Running,Pegasus Turbo,10,,,,0.0,,Retail,Pune,-135.15
4033,Men,Lifestyle,Blazer Mid,L,4.0,4398.68,0.27,12844.15,,Retail,Bangalore,3573.92
2020,Men,Running,Air Zoom,12,2.0,5614.96,,0.0,2025/03/05,Online,Kolkata,671.98
4035,Women,Training,ZoomX Invincible,L,,,0.87,0.0,11-01-2025,Retail,Delhi,2738.44
4036,Men,Soccer,Mercurial Superfly,M,-1.0,,0.07,0.0,,Online,Mumbai,2718.34
4037,Women,Basketball,LeBron 20,XL,,,0.74,0.0,2023-08-08,Retail,Delhi,776.81
4038,Kids,Running,Pegasus Turbo,,,5349.1,,0.0,2025/03/04,Retail,Pune,1724.16
4039,Women,Lifestyle,Air Force 1,L,,5103.01,,0.0,06-12-2024,Online,Delhi,-134.82
2041,Men,Training,Metcon 7,12,,,0.35,0.0,2025/07/05,Online,Hyderabad,1727.5
4041,Men,Running,Pegasus Turbo,,2.0,,,0.0,2024/09/09,Online,Mumbai,3221.72
4042,Kids,Lifestyle,Air Force 1,9,0.0,2566.15,,0.0,,Online,hyderbad,-198.88
4043,Kids,Running,Air Zoom,,4.0,5235.22,0.51,10261.03,28-05-2025,Online,hyderbad,3321.49
4044,Women,Training,Flex Trainer,,0.0,6687.28,,0.0,2024/08/07,Online,Pune,2636.12
2003,Women,Soccer,Premier III,L,,,0.56,0.0,2024/08/03,Online,Kolkata,2353.41
4046,Women,Running,React Infinity,L,,5140.99,,0.0,20-02-2025,Online,Pune,999.97
4047,Men,Running,Air Zoom,12,2.0,,,0.0,,Retail,Kolkata,56.56
4048,Men,Running,Air Zoom,M,,2342.93,,0.0,,Retail,Delhi,2239.79
2046,Kids,Running,React Infinity,,2.0,,0.71,0.0,,Online,Delhi,63.74
4050,Women,Running,Pegasus Turbo,XL,,3750.77,,0.0,2025/02/27,Online,bengaluru,-171.08
4051,Kids,Training,Metcon 7,,,7986.76,,0.0,2024/10/11,Online,Hyderabad,944.54
4052,Kids,Training,Flex Trainer,L,,6952.66,,0.0,2025/01/19,Online,hyderbad,1624.3
4053,Women,Soccer,Phantom GT,6,2.0,,,0.0,02-03-2025,Retail,Pune,21.13
4054,Women,Lifestyle,Waffle One,,,3394.38,0.75,0.0,2024-05-09,Online,Mumbai,-401.5
4055,Kids,Running,Air Zoom,L,,8333.95,,0.0,,Online,Mumbai,3329.27
4056,Kids,Running,Air Zoom,8,,,,0.0,2024/12/13,Retail,Hyd,3732.77
4057,Kids,Basketball,Kyrie Flytrap,M,,,,0.0,2023-09-22,Retail,Delhi,2575.38
4058,Kids,Basketball,Kyrie Flytrap,L,,,0.34,0.0,13-11-2024,Online,Delhi,153.9
4059,Kids,Basketball,Air Jordan,L,1.0,9700.41,1.24,-2328.1,03-02-2025,Retail,Delhi,1000.57
4060,Women,Soccer,Tiempo Legend,L,-1.0,8655.46,0.9,-865.55,20-08-2024,Online,Pune,3159.11
4061,Men,Basketball,Air Jordan,XL,,,,0.0,,Retail,Mumbai,2599.62
4062,Men,Basketball,Zoom Freak,M,0.0,,0.48,0.0,17-05-2025,Online,Mumbai,505.51
4063,Kids,Lifestyle,Air Force 1,L,0.0,,0.38,0.0,,Online,Mumbai,-617.86
4064,Men,Basketball,Air Jordan,L,4.0,,0.38,0.0,2024/09/24,Retail,Hyd,587.63
4065,Women,Basketball,LeBron 20,XL,,7881.81,,0.0,2024/12/08,Online,Pune,1067.59
4066,Kids,Running,React Infinity,L,4.0,6599.26,0.85,3959.56,29-06-2025,Retail,Bangalore,3344.47
4067,Men,Soccer,Mercurial Superfly,M,4.0,7408.31,,0.0,17-05-2025,Online,bengaluru,1974.4
4068,Men,Soccer,Tiempo Legend,10,-1.0,,,0.0,,Online,Pune,1280.59
2030,Women,Soccer,Premier III,L,,9804.64,0.71,0.0,2025-02-08,Online,Bangalore,635.57
4070,Kids,Basketball,Air Jordan,L,,6966.16,0.24,0.0,23-10-2024,Retail,Pune,2671.6
4071,Men,Lifestyle,Blazer Mid,,-1.0,,1.06,0.0,,Retail,bengaluru,1112.91
4072,Men,Soccer,Premier III,,,,,0.0,20-05-2025,Online,Pune,3542.88
4073,Kids,Training,Flex Trainer,M,2.0,5732.59,,0.0,2024/11/30,Online,Kolkata,3353.3
4074,Kids,Basketball,LeBron 20,L,,8673.78,,0.0,2024-03-28,Retail,Mumbai,-286.0
4075,Kids,Running,Free RN,XL,-1.0,,,0.0,2025/05/30,Online,Delhi,2484.0
4076,Kids,Basketball,LeBron 20,,,,0.33,0.0,2025/04/03,Online,Kolkata,925.71
4077,Men,Training,SuperRep Go,,,9261.43,,0.0,,Online,Mumbai,361.16
4078,Women,Lifestyle,Air Force 1,9,,,0.56,0.0,01-01-2025,Online,Mumbai,2742.28
4079,Kids,Lifestyle,Waffle One,XL,,,1.03,0.0,2024/11/21,Retail,Delhi,2083.6
4080,Kids,Training,Flex Trainer,,,8515.92,,0.0,2024-11-27,Retail,Hyderabad,255.47
4081,Men,Lifestyle,Waffle One,XL,,4902.19,0.25,0.0,,Retail,bengaluru,608.65
4082,Kids,Soccer,Mercurial Superfly,M,,8233.64,,0.0,2025/04/07,Retail,Bangalore,3007.26
4083,Men,Training,Flex Trainer,L,,8711.81,,0.0,2025-03-29,Online,bengaluru,-773.05
4084,Kids,Running,Air Zoom,7,-1.0,2108.04,,0.0,,Retail,Kolkata,-1087.34
4085,Men,Lifestyle,Dunk Low,L,4.0,,1.19,0.0,21-01-2025,Online,bengaluru,1897.69
4086,Women,Running,Air Zoom,XL,3.0,4537.02,,0.0,2025-04-03,Online,Pune,-195.0
4087,Men,Basketball,LeBron 20,,,,1.09,0.0,2024-03-13,Retail,hyderbad,3939.54
4088,Men,Training,Flex Trainer,M,2.0,5649.73,0.41,6666.68,16-03-2025,Retail,Mumbai,1548.1
4089,Women,Running,React Infinity,,,,,0.0,15-02-2025,Online,Bangalore,2854.02
4090,Men,Lifestyle,Air Force 1,L,,5109.51,,0.0,2025/06/26,Retail,Delhi,-1164.28
4091,Kids,Running,Free RN,L,,8331.85,,0.0,,Retail,Kolkata,1061.2
4092,Women,Lifestyle,Air Force 1,XL,-1.0,9861.8,,0.0,2024/10/23,Online,Delhi,48.02
4093,Women,Lifestyle,Waffle One,11,4.0,8888.58,,0.0,,Retail,Kolkata,2944.03
4094,Kids,Soccer,Tiempo Legend,9,,4094.79,,0.0,18-05-2025,Online,Hyd,2779.39
4095,Men,Running,Free RN,XL,1.0,7129.09,,0.0,,Online,Pune,1993.16
4096,Women,Soccer,Phantom GT,8,,,,0.0,2024-04-03,Online,Pune,3865.04
4097,Men,Basketball,Kyrie Flytrap,XL,,3443.1,,0.0,17-09-2024,Retail,hyderbad,1928.88
4098,Men,Lifestyle,Waffle One,L,0.0,,,0.0,2024/09/11,Retail,Bangalore,2371.45
4099,Women,Soccer,Tiempo Legend,,,8864.29,,0.0,2025/03/15,Online,Pune,3616.91
4100,Men,Running,Pegasus Turbo,L,,3315.29,,0.0,2024-03-19,Online,Delhi,1507.71
4101,Men,Soccer,Mercurial Superfly,,,,,0.0,2024-07-10,Retail,Delhi,3064.92
4102,Men,Basketball,LeBron 20,,-1.0,,,0.0,20-06-2025,Retail,Mumbai,1310.35
4103,Men,Lifestyle,Waffle One,L,,2475.41,,0.0,,Retail,hyderbad,2158.91
4104,Kids,Basketball,Zoom Freak,11,2.0,,,0.0,16-07-2025,Online,bengaluru,3999.21
4105,Men,Running,Pegasus Turbo,XL,,3489.95,,0.0,2024-05-25,Retail,Bangalore,2093.87
2030,Men,Soccer,Phantom GT,,,3998.0,,0.0,,Online,Bangalore,2911.5
4107,Kids,Running,React Infinity,L,2.0,,,0.0,2025/04/27,Retail,hyderbad,779.19
4108,Kids,Running,Pegasus Turbo,L,2.0,2767.55,0.19,4483.43,2023-11-25,Online,Kolkata,1059.07
4109,Kids,Training,SuperRep Go,12,,9731.83,,0.0,2024/11/29,Online,Mumbai,-675.88
4110,Men,Training,Metcon 7,M,2.0,,0.41,0.0,2024/08/26,Retail,Hyderabad,3387.91
4111,Women,Lifestyle,Waffle One,L,-1.0,4934.05,0.83,-838.79,26-11-2024,Retail,bengaluru,2377.84
4112,Women,Running,React Infinity,L,-1.0,6254.85,,0.0,2025/04/22,Online,Delhi,2093.68
4113,Kids,Basketball,Zoom Freak,L,2.0,6435.66,1.05,-643.57,12-05-2025,Online,Bangalore,3372.49
4114,Kids,Training,Metcon 7,XL,4.0,4307.83,,0.0,2025/07/13,Retail,bengaluru,-233.59
4115,Men,Basketball,Air Jordan,M,,4613.79,,0.0,14-05-2025,Retail,Delhi,-758.5
4116,Women,Lifestyle,Air Force 1,9,,3854.22,,0.0,2024-08-19,Online,Pune,-43.41
4117,Women,Basketball,Zoom Freak,M,,9501.67,0.51,0.0,2024/10/03,Online,Hyderabad,266.4
4118,Kids,Basketball,LeBron 20,XL,4.0,5355.64,,0.0,21-05-2025,Retail,Mumbai,-538.94
4119,Kids,Training,ZoomX Invincible,M,,8849.62,0.69,0.0,25-08-2024,Online,Mumbai,1451.15
4120,Women,Basketball,Zoom Freak,M,,,1.23,0.0,,Online,Delhi,3175.14
4121,Kids,Training,ZoomX Invincible,6,0.0,2763.46,1.0,0.0,07-11-2024,Retail,bengaluru,-399.33
4122,Kids,Lifestyle,Dunk Low,11,1.0,,,0.0,2025/06/18,Retail,Mumbai,-261.43
4123,Women,Running,Air Zoom,XL,,8184.99,,0.0,,Retail,Hyd,41.24
4124,Kids,Basketball,LeBron 20,M,1.0,,0.0,0.0,2023-10-16,Online,Delhi,477.62
4125,Men,Soccer,Tiempo Legend,M,,,,0.0,,Retail,Kolkata,2465.79
4126,Women,Training,SuperRep Go,10,,,,0.0,20-07-2025,Retail,Delhi,1345.61
4127,Women,Running,Free RN,L,-1.0,4690.15,0.49,-2391.98,2024-12-21,Online,Kolkata,1331.92
4128,Women,Lifestyle,Air Force 1,9,,2566.91,0.08,0.0,,Online,Mumbai,1529.46
4129,Men,Running,Pegasus Turbo,,,3445.62,0.24,0.0,2025-03-02,Retail,Kolkata,-29.1
4130,Men,Running,Air Zoom,XL,,2776.53,,0.0,,Online,Mumbai,140.84
4131,Women,Running,React Infinity,L,,2081.15,0.9,0.0,16-11-2024,Online,Bangalore,3544.31
4132,Women,Lifestyle,Dunk Low,XL,,5087.72,0.07,0.0,2024/08/08,Online,Hyderabad,-921.97
4133,Men,Basketball,Air Jordan,L,3.0,4105.06,,0.0,09-11-2024,Online,Mumbai,1015.38
4134,Women,Training,ZoomX Invincible,12,1.0,,1.11,0.0,,Retail,Delhi,2535.71
4135,Men,Training,SuperRep Go,,2.0,3860.5,,0.0,14-10-2024,Retail,Delhi,1756.3
4136,Kids,Lifestyle,Air Force 1,6,,,,0.0,16-11-2024,Online,Delhi,-105.03
4137,Women,Basketball,LeBron 20,,,2310.45,,0.0,02-01-2025,Retail,Hyd,2244.75
4138,Kids,Running,Free RN,,,,1.13,0.0,13-07-2025,Retail,Pune,3938.78
4139,Women,Training,Flex Trainer,,0.0,6465.53,,0.0,31-12-2024,Online,Kolkata,-279.09
4140,Women,Running,Air Zoom,XL,-1.0,,,0.0,2025-04-28,Online,Bangalore,3381.94
4141,Men,Training,ZoomX Invincible,7,,2406.03,,0.0,2024/12/21,Online,bengaluru,1504.9
4142,Kids,Training,Flex Trainer,L,-1.0,2840.97,0.87,-369.33,,Online,Bangalore,3836.65
4143,Women,Running,React Infinity,,,,,0.0,2025/03/26,Retail,Delhi,3876.35
4144,Men,Training,ZoomX Invincible,XL,-1.0,2335.82,,0.0,,Online,bengaluru,304.78
4145,Kids,Soccer,Tiempo Legend,M,2.0,,,0.0,,Retail,Delhi,285.95
4146,Kids,Lifestyle,Blazer Mid,10,,,,0.0,2023-08-27,Online,Mumbai,1217.01
4147,Men,Basketball,Zoom Freak,L,1.0,7659.09,,0.0,2024/11/26,Online,Delhi,106.35
4148,Kids,Soccer,Phantom GT,7,3.0,5943.25,,0.0,18-07-2025,Retail,Pune,-900.4
4149,Women,Training,SuperRep Go,10,4.0,5716.52,,0.0,2024/09/14,Retail,Pune,274.76
4150,Men,Basketball,Zoom Freak,11,,,0.81,0.0,2024/12/17,Retail,Pune,3076.73
4151,Kids,Training,Metcon 7,M,,7282.99,0.05,0.0,2024/10/10,Retail,Kolkata,871.53
4152,Men,Basketball,Kyrie Flytrap,XL,1.0,,,0.0,2024/08/07,Online,Mumbai,1011.99
4153,Women,Running,Pegasus Turbo,,2.0,,,0.0,2025/02/13,Retail,Kolkata,2255.74
4154,Women,Soccer,Tiempo Legend,L,-1.0,,,0.0,,Online,bengaluru,2963.38
4155,Kids,Training,Flex Trainer,M,-1.0,8736.2,0.94,-524.17,,Retail,bengaluru,547.28
4156,Men,Running,React Infinity,M,,7417.67,,0.0,2024-05-20,Online,Mumbai,203.96
4157,Men,Basketball,Zoom Freak,XL,3.0,,,0.0,2025-07-09,Retail,Delhi,-699.76
4158,Women,Lifestyle,Blazer Mid,L,,,,0.0,18-08-2024,Online,Hyd,3155.41
4159,Women,Running,React Infinity,XL,2.0,8683.8,,0.0,,Online,Delhi,3914.69
4160,Men,Lifestyle,Air Force 1,,,6148.9,,0.0,,Online,Delhi,2664.48
4161,Men,Running,Air Zoom,L,,,0.4,0.0,2025/04/16,Online,Kolkata,1864.83
4162,Men,Training,SuperRep Go,XL,1.0,3782.59,,0.0,,Online,Pune,1401.88
4163,Men,Training,SuperRep Go,L,,,,0.0,2024-09-12,Retail,Hyd,1942.39
4164,Men,Soccer,Tiempo Legend,XL,0.0,2196.67,,0.0,2025/07/21,Online,Bangalore,-1088.9
4165,Women,Training,SuperRep Go,XL,1.0,,0.26,0.0,2024-11-20,Online,Bangalore,2194.38
4166,Women,Soccer,Phantom GT,8,0.0,,,0.0,05-03-2025,Online,Delhi,-512.77
4167,Men,Basketball,Kyrie Flytrap,XL,-1.0,3354.93,,0.0,,Retail,Hyd,3486.85
4168,Kids,Running,Free RN,10,4.0,,,0.0,2024-06-09,Retail,Mumbai,3282.84
4169,Men,Basketball,LeBron 20,L,,8320.11,,0.0,,Retail,Delhi,3743.48
4170,Men,Lifestyle,Blazer Mid,XL,,3297.7,1.05,0.0,15-08-2024,Online,bengaluru,1678.19
4171,Men,Running,React Infinity,M,,9303.8,,0.0,2024-12-21,Retail,Delhi,-1107.26
4172,Women,Soccer,Mercurial Superfly,L,1.0,,,0.0,21-01-2025,Retail,bengaluru,155.61
4173,Men,Soccer,Tiempo Legend,M,,,,0.0,,Online,Hyderabad,-835.46
4174,Women,Soccer,Tiempo Legend,XL,,,,0.0,08-03-2025,Retail,Kolkata,-869.37
4175,Men,Basketball,Air Jordan,,,,,0.0,,Retail,Kolkata,2631.77
4176,Women,Training,ZoomX Invincible,M,1.0,,,0.0,2023-09-02,Retail,Hyderabad,2254.67
4177,Kids,Training,Metcon 7,M,,,,0.0,,Online,Mumbai,-203.62
4178,Men,Basketball,Air Jordan,L,,,,0.0,2024/08/26,Retail,Hyd,302.75
4179,Women,Running,React Infinity,XL,,6633.14,,0.0,01-06-2025,Retail,Mumbai,1048.63
4180,Men,Running,Pegasus Turbo,M,,,,0.0,2025/06/04,Retail,Kolkata,500.23
4181,Women,Running,Free RN,M,3.0,,,0.0,2025-04-05,Retail,Delhi,-564.63
4182,Men,Lifestyle,Dunk Low,XL,1.0,9335.57,,0.0,02-12-2024,Retail,Mumbai,1135.38
